file,type,smells,frame,itCount,describeCount
/home/gabriel/Desktop/research/projects/serverless-express/__tests__/unit.js,Ignored Test,"{'line': 175, 'column': 9, 'index': 5830}","  173 | }
  174 |
> 175 | describe.skip('forwardResponse: content-type encoding', () => {
      |         ^ Ignored Test
  176 |   test('content-type header missing', async (done) => {
  177 |     const binaryMimeTypes = []
  178 |     const multiValueHeaders = { foo: ['bar'] }",,
/home/gabriel/Desktop/research/projects/serverless-express/__tests__/unit.js,Lazy Test,"{'line': 303, 'column': 32, 'index': 10118}","  301 |       (resolve, reject) => {
  302 |         const context = new MockContext(resolve, reject)
> 303 |         const contextResolver = makeResolver({
      |                                ^ Lazy Test
  304 |           context,
  305 |           resolutionMode: 'CONTEXT'
  306 |         })",,
/home/gabriel/Desktop/research/projects/serverless-express/__tests__/unit.js,Lazy Test,"{'line': 316, 'column': 29, 'index': 10468}","  314 |   test('CALLBACK', () => {
  315 |     const callback = (e, response) => response
> 316 |     const callbackResolver = makeResolver({
      |                             ^ Lazy Test
  317 |       callback,
  318 |       resolutionMode: 'CALLBACK',
  319 |       context: {}",,
/home/gabriel/Desktop/research/projects/serverless-express/__tests__/unit.js,Lazy Test,"{'line': 334, 'column': 30, 'index': 10866}","  332 |         reject
  333 |       }
> 334 |       const promiseResolver = makeResolver({
      |                              ^ Lazy Test
  335 |         promise,
  336 |         resolutionMode: 'PROMISE'
  337 |       })",,
/home/gabriel/Desktop/research/projects/serverless-express/__tests__/integration.js,Conditional Test Logic,"{'line': 270, 'column': 4, 'index': 8319}","  268 |     const etagRegex = /^W\/.*$/
  269 |     const lastModifiedRegex = /^.* GMT$/
> 270 |     switch (eventSourceName) {
      |    ^ Conditional Test Logic
  271 |       case 'alb':
  272 |       case 'apiGatewayV1':
  273 |         expect(response.multiValueHeaders.etag.length).toEqual(1)",,
/home/gabriel/Desktop/research/projects/serverless-express/__tests__/integration.js,Conditional Test Logic,"{'line': 476, 'column': 4, 'index': 14864}","  474 |     jest.useRealTimers()
  475 |
> 476 |     switch (eventSourceName) {
      |    ^ Conditional Test Logic
  477 |       case 'azureHttpFunctionV4':
  478 |       case 'azureHttpFunctionV3':
  479 |         expectedResponse.cookies = [",,
/home/gabriel/Desktop/research/projects/serverless-express/__tests__/integration.js,Conditional Test Logic,"{'line': 520, 'column': 6, 'index': 15822}","  518 |       ]
  519 |
> 520 |       for (const method of mockMethods) { mocks.push(jest.spyOn(global.console, method).mockImplementation()) }
      |      ^ Conditional Test Logic
  521 |     })
  522 |
  523 |     afterEach(() => {",,
/home/gabriel/Desktop/research/projects/serverless-express/__tests__/integration.js,Conditional Test Logic,"{'line': 524, 'column': 6, 'index': 15964}","  522 |
  523 |     afterEach(() => {
> 524 |       for (const mock of mocks) mock.mockRestore()
      |      ^ Conditional Test Logic
  525 |     })
  526 |
  527 |     test('custom logger', async () => {",,
/home/gabriel/Desktop/research/projects/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 284, 'column': 8, 'index': 9009}","  282 |         expectedResponse.body = Buffer.from(samLogoBase64, 'base64')
  283 |         expectedResponse.isBase64Encoded = false
> 284 |         expect(response.headers.etag).toMatch(etagRegex)
      |        ^ Duplicate Assert
  285 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
  286 |         delete response.headers.etag
  287 |         delete response.headers['last-modified']",,
/home/gabriel/Desktop/research/projects/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 284, 'column': 8, 'index': 9009}","  282 |         expectedResponse.body = Buffer.from(samLogoBase64, 'base64')
  283 |         expectedResponse.isBase64Encoded = false
> 284 |         expect(response.headers.etag).toMatch(etagRegex)
      |        ^ Duplicate Assert
  285 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
  286 |         delete response.headers.etag
  287 |         delete response.headers['last-modified']",,
/home/gabriel/Desktop/research/projects/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 285, 'column': 8, 'index': 9066}","  283 |         expectedResponse.isBase64Encoded = false
  284 |         expect(response.headers.etag).toMatch(etagRegex)
> 285 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  286 |         delete response.headers.etag
  287 |         delete response.headers['last-modified']
  288 |         break",,
/home/gabriel/Desktop/research/projects/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 285, 'column': 8, 'index': 9066}","  283 |         expectedResponse.isBase64Encoded = false
  284 |         expect(response.headers.etag).toMatch(etagRegex)
> 285 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  286 |         delete response.headers.etag
  287 |         delete response.headers['last-modified']
  288 |         break",,
/home/gabriel/Desktop/research/projects/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 290, 'column': 8, 'index': 9270}","  288 |         break
  289 |       case 'apiGatewayV2':
> 290 |         expect(response.headers.etag).toMatch(etagRegex)
      |        ^ Duplicate Assert
  291 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
  292 |         delete response.headers.etag
  293 |         delete response.headers['last-modified']",,
/home/gabriel/Desktop/research/projects/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 290, 'column': 8, 'index': 9270}","  288 |         break
  289 |       case 'apiGatewayV2':
> 290 |         expect(response.headers.etag).toMatch(etagRegex)
      |        ^ Duplicate Assert
  291 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
  292 |         delete response.headers.etag
  293 |         delete response.headers['last-modified']",,
/home/gabriel/Desktop/research/projects/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 291, 'column': 8, 'index': 9327}","  289 |       case 'apiGatewayV2':
  290 |         expect(response.headers.etag).toMatch(etagRegex)
> 291 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  292 |         delete response.headers.etag
  293 |         delete response.headers['last-modified']
  294 |         break",,
