file,type,smells,frame,itCount,describeCount
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Conditional Test Logic,"{'line': 20, 'column': 8, 'index': 1016}","  18 |     it(""should not parse Latin-1 outside \\text{} with strict"", function() {
  19 |         const chars = 'ÀÁÂÃÄÅÈÉÊËÌÍÎÏÑÒÓÔÕÖÙÚÛÜÝàáâãäåèéêëìíîïñòóôõöùúûüýÿÇÐÞçþ';
> 20 |         for (const ch of chars) {
     |        ^ Conditional Test Logic
  21 |             expect(ch).not.toParse(strictSettings);
  22 |         }
  23 |     });",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Conditional Test Logic,"{'line': 144, 'column': 8, 'index': 5144}","  142 |
  143 |     it(""supportedCodepoint() should return the correct values"", () => {
> 144 |         for (let codepoint = 0; codepoint <= 0xffff; codepoint++) {
      |        ^ Conditional Test Logic
  145 |             expect(supportedCodepoint(codepoint)).toBe(
  146 |                 allRegExp.test(String.fromCharCode(codepoint))
  147 |             );",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Conditional Test Logic,"{'line': 152, 'column': 8, 'index': 5441}","  150 |
  151 |     it(""should correctly identify script for supported codepoints"", () => {
> 152 |         for (const scriptName of scriptNames) {
      |        ^ Conditional Test Logic
  153 |             const testChar = findCharacterInScript(scriptName);
  154 |             const codepoint = testChar.charCodeAt(0);
  155 |             expect(scriptFromCodepoint(codepoint)).toEqual(scriptName);",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Conditional Test Logic,"{'line': 161, 'column': 8, 'index': 5857}","  159 |     it(""should return null for unsupported codepoints"", () => {
  160 |         const unsupportedCodepoints = [0x0, 0x7F, 0xFFFF]; // Control chars, ASCII, beyond BMP
> 161 |         for (const codepoint of unsupportedCodepoints) {
      |        ^ Conditional Test Logic
  162 |             expect(scriptFromCodepoint(codepoint)).toBe(null);
  163 |         }
  164 |     });",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Conditional Test Logic,"{'line': 168, 'column': 8, 'index': 6145}","  166 |     it(""should match supportedCodepoint() results"", () => {
  167 |         const testCodepoints = [0x0100, 0x0400, 0x0530, 0x0900, 0x10A0, 0x3000, 0xAC00];
> 168 |         for (const codepoint of testCodepoints) {
      |        ^ Conditional Test Logic
  169 |             const hasScript = scriptFromCodepoint(codepoint) !== null;
  170 |             expect(supportedCodepoint(codepoint)).toBe(hasScript);
  171 |         }",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Conditional Test Logic,"{'line': 177, 'column': 8, 'index': 6515}","  175 |     function findCharacterInScript(scriptName) {
  176 |         const regexp = scriptRegExps[scriptName];
> 177 |         for (let cp = 0; cp <= 0xFFFF; cp++) {
      |        ^ Conditional Test Logic
  178 |             const char = String.fromCharCode(cp);
  179 |             if (regexp.test(char)) {
  180 |                 return char;",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Conditional Test Logic,"{'line': 179, 'column': 12, 'index': 6616}","  177 |         for (let cp = 0; cp <= 0xFFFF; cp++) {
  178 |             const char = String.fromCharCode(cp);
> 179 |             if (regexp.test(char)) {
      |            ^ Conditional Test Logic
  180 |                 return char;
  181 |             }
  182 |         }",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Eager Test,"{'line': 169, 'column': 30, 'index': 6217}","  167 |         const testCodepoints = [0x0100, 0x0400, 0x0530, 0x0900, 0x10A0, 0x3000, 0xAC00];
  168 |         for (const codepoint of testCodepoints) {
> 169 |             const hasScript = scriptFromCodepoint(codepoint) !== null;
      |                              ^ Eager Test
  170 |             expect(supportedCodepoint(codepoint)).toBe(hasScript);
  171 |         }
  172 |     });",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Eager Test,"{'line': 170, 'column': 19, 'index': 6277}","  168 |         for (const codepoint of testCodepoints) {
  169 |             const hasScript = scriptFromCodepoint(codepoint) !== null;
> 170 |             expect(supportedCodepoint(codepoint)).toBe(hasScript);
      |                   ^ Eager Test
  171 |         }
  172 |     });
  173 |",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Lazy Test,"{'line': 145, 'column': 19, 'index': 5223}","  143 |     it(""supportedCodepoint() should return the correct values"", () => {
  144 |         for (let codepoint = 0; codepoint <= 0xffff; codepoint++) {
> 145 |             expect(supportedCodepoint(codepoint)).toBe(
      |                   ^ Lazy Test
  146 |                 allRegExp.test(String.fromCharCode(codepoint))
  147 |             );
  148 |         }",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Lazy Test,"{'line': 155, 'column': 19, 'index': 5618}","  153 |             const testChar = findCharacterInScript(scriptName);
  154 |             const codepoint = testChar.charCodeAt(0);
> 155 |             expect(scriptFromCodepoint(codepoint)).toEqual(scriptName);
      |                   ^ Lazy Test
  156 |         }
  157 |     });
  158 |",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Lazy Test,"{'line': 162, 'column': 19, 'index': 5925}","  160 |         const unsupportedCodepoints = [0x0, 0x7F, 0xFFFF]; // Control chars, ASCII, beyond BMP
  161 |         for (const codepoint of unsupportedCodepoints) {
> 162 |             expect(scriptFromCodepoint(codepoint)).toBe(null);
      |                   ^ Lazy Test
  163 |         }
  164 |     });
  165 |",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Lazy Test,"{'line': 169, 'column': 30, 'index': 6217}","  167 |         const testCodepoints = [0x0100, 0x0400, 0x0530, 0x0900, 0x10A0, 0x3000, 0xAC00];
  168 |         for (const codepoint of testCodepoints) {
> 169 |             const hasScript = scriptFromCodepoint(codepoint) !== null;
      |                              ^ Lazy Test
  170 |             expect(supportedCodepoint(codepoint)).toBe(hasScript);
  171 |         }
  172 |     });",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Lazy Test,"{'line': 170, 'column': 19, 'index': 6277}","  168 |         for (const codepoint of testCodepoints) {
  169 |             const hasScript = scriptFromCodepoint(codepoint) !== null;
> 170 |             expect(supportedCodepoint(codepoint)).toBe(hasScript);
      |                   ^ Lazy Test
  171 |         }
  172 |     });
  173 |",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Unknown Test,"{'column': 4, 'line': 7}","   5 |
   6 | describe(""unicode"", function() {
>  7 |     it(""should build Latin-1 inside \\text{}"", function() {
     |    ^ Unknown Test
   8 |         expect`\text{ÀÁÂÃÄÅÈÉÊËÌÍÎÏÑÒÓÔÕÖÙÚÛÜÝàáâãäåèéêëìíîïñòóôõöùúûüýÿÆÇÐØÞßæçðøþ}`
   9 |             .toBuild();
  10 |     });",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Unknown Test,"{'column': 4, 'line': 12}","  10 |     });
  11 |
> 12 |     it(""should build Latin-1 inside \\text{} like accent commands"", function() {
     |    ^ Unknown Test
  13 |         expect`\text{ÀÁÂÃÄÅÈÉÊËÌÍÎÏÑÒÓÔÕÖÙÚÛÜÝàáâãäåèéêëìíîïñòóôõöùúûüýÿÇç}`
  14 |             .toParseLike`\text{\`A\'A\^A\~A\""A\r A\`E\'E\^E\""E\`I\'I\^I\""I\~N\`O\'O\^O\~O\""O\`U\'U\^U\""U\'Y\`a\'a\^a\~a\""a\r a\`e\'e\^e\""e\`ı\'ı\^ı\""ı\~n\`o\'o\^o\~o\""o\`u\'u\^u\""u\'y\""y\c C\c c}`;
  15 |         // TODO(edemaine): A few characters don't have analogs yet.",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Unknown Test,"{'column': 4, 'line': 25}","  23 |     });
  24 |
> 25 |     it(""should build Latin-1 outside \\text{}"", function() {
     |    ^ Unknown Test
  26 |         expect`ÀÁÂÃÄÅÈÉÊËÌÍÎÏÑÒÓÔÕÖÙÚÛÜÝàáâãäåèéêëìíîïñòóôõöùúûüýÿÇÐÞçðþ`
  27 |             .toBuild(nonstrictSettings);
  28 |     });",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Unknown Test,"{'column': 4, 'line': 30}","  28 |     });
  29 |
> 30 |     it(""should build all lower case Greek letters"", function() {
     |    ^ Unknown Test
  31 |         expect`αβγδεϵζηθϑικλμνξοπϖρϱςστυφϕχψω`.toBuild();
  32 |     });
  33 |",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Unknown Test,"{'column': 4, 'line': 34}","  32 |     });
  33 |
> 34 |     it(""should build math upper case Greek letters"", function() {
     |    ^ Unknown Test
  35 |         expect`ΓΔΘΛΞΠΣΥΦΨΩ`.toBuild();
  36 |     });
  37 |",,
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,Unknown Test,"{'column': 4, 'line': 38}","  36 |     });
  37 |
> 38 |     it(""should build Cyrillic inside \\text{}"", function() {
     |    ^ Unknown Test
